selection_index	primary_class_id	primary_class	class_ids	classes	source_kind	source_partition	source_image	dataset_image	calibration_hardlink	label_path	box_count	short_side_640	tilt_deg	size_quartile	angle_bin
402	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (279).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (279)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0402.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (279)__r01.txt	2	15.729502	0.842461	2	0-5
403	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (357).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (357)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0403.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (357)__r01.txt	2	19.262893	1.316820	3	0-5
404	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (432).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (432)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0404.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (432)__r01.txt	2	14.938897	1.292074	2	0-5
405	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (464).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (464)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0405.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (464)__r01.txt	2	18.873894	0.000000	3	0-5
406	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (478).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (478)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0406.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (478)__r01.txt	2	13.759140	0.481428	2	0-5
407	2	yellow_single	2	yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (559).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (559)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0407.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (559)__r01.txt	1	14.938411	0.875149	2	0-5
408	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (59).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (59)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0408.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (59)__r01.txt	2	17.315315	1.380257	3	0-5
409	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (626).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (626)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0409.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (626)__r01.txt	2	16.117683	1.548042	2	0-5
410	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (671).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (671)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0410.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (671)__r01.txt	2	14.152230	2.137266	2	0-5
411	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (687).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (687)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0411.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (687)__r01.txt	2	18.083621	0.690222	3	0-5
412	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (711).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (711)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0412.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (711)__r01.txt	2	16.510773	0.000000	3	0-5
413	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\1 (738).jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_1 (738)__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0413.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_1 (738)__r01.txt	2	18.083621	0.351476	3	0-5
414	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\35_0001.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_35_0001__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0414.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_35_0001__r01.txt	2	7.781958	9.582955	0	5-15
415	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\36_0255.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_36_0255__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0415.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_36_0255__r01.txt	2	19.200000	0.406184	3	0-5
416	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\36_0392.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_36_0392__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0416.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_36_0392__r01.txt	2	16.800000	1.273030	3	0-5
417	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\39_0382.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_39_0382__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0417.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_39_0382__r01.txt	2	9.024673	5.586983	0	5-15
418	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\39_0404.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_39_0404__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0418.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_39_0404__r01.txt	2	10.333440	4.666572	0	0-5
419	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\39_0450.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_39_0450__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0419.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_39_0450__r01.txt	2	11.999880	1.958240	0	0-5
420	2	yellow_single	2	yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\39_0523.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_39_0523__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0420.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_39_0523__r01.txt	2	8.333280	0.590714	0	0-5
421	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\39_0543.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_39_0543__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0421.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_39_0543__r01.txt	2	10.000080	2.632674	0	0-5
422	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\40_0454.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_40_0454__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0422.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_40_0454__r01.txt	2	8.666640	0.698739	0	0-5
423	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\44_1596.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_44_1596__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0423.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_44_1596__r01.txt	2	15.003826	0.806998	2	0-5
424	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_0332.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_0332__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0424.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_0332__r01.txt	2	16.031080	6.340287	2	5-15
425	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_0500.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_0500__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0425.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_0500__r01.txt	2	17.081772	0.440759	3	0-5
426	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_0616.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_0616__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0426.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_0616__r01.txt	2	13.004236	0.000000	1	0-5
427	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_0759.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_0759__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0427.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_0759__r01.txt	2	14.560258	6.030084	2	5-15
428	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_0840.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_0840__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0428.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_0840__r01.txt	2	14.004010	0.444177	2	0-5
429	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1101.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1101__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0429.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1101__r01.txt	2	16.669895	7.684107	3	5-15
430	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1170.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1170__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0430.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1170__r01.txt	2	13.370791	6.132188	1	5-15
431	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1196.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1196__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0431.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1196__r01.txt	2	8.570071	5.599680	0	5-15
432	2	yellow_single	2	yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1200.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1200__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0432.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1200__r01.txt	2	13.004236	8.383300	1	5-15
433	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1231.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1231__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0433.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1231__r01.txt	2	16.418004	0.000000	3	0-5
434	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\45_1271.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_45_1271__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0434.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_45_1271__r01.txt	2	22.645088	6.772019	3	5-15
435	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\49_0024.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_49_0024__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0435.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_49_0024__r01.txt	2	12.999960	0.511600	1	0-5
436	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\49_0060.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_49_0060__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0436.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_49_0060__r01.txt	2	9.428177	5.253458	0	5-15
437	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\49_0077.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_49_0077__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0437.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_49_0077__r01.txt	2	17.029647	1.016703	3	0-5
438	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\49_1338.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_49_1338__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0438.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_49_1338__r01.txt	2	12.824656	0.000000	1	0-5
439	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\49_1349.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_49_1349__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0439.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_49_1349__r01.txt	2	8.089658	1.612894	0	0-5
440	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\53_0183.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_53_0183__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0440.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_53_0183__r01.txt	2	14.000040	1.847269	2	0-5
441	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\53_0315.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_53_0315__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0441.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_53_0315__r01.txt	2	12.999960	0.511600	1	0-5
442	2	yellow_single	0,2	blue,yellow_single	crpd	CRPD_double	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\CRPD\CRPD_double\train\images\53_0326.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\images\train\crpd_CRPD_double_train_53_0326__r01.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\2_Model_Conversion_PC_Simulation\yolov8_obb\model\obb_quant_dataset_800\quant_0442.jpg	D:\Yolo_LPR_RK3568_FPGA_Project\1_PC_Training\datasets\yolo_obb_640\labels\train\crpd_CRPD_double_train_53_0326__r01.txt	2	11.999880	2.101816	0	0-5
